<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.02	00:00:00	1.10409	1.10439	1.10409	1.10432	167	0	15
2024.01.02	01:00:00	1.10430	1.10436	1.10350	1.10359	563	0	11
2024.01.02	02:00:00	1.10360	1.10376	1.10336	1.10376	519	0	11
2024.01.02	03:00:00	1.10376	1.10427	1.10337	1.10344	1057	0	11
2024.01.02	04:00:00	1.10344	1.10354	1.10177	1.10184	878	0	11
2024.01.02	05:00:00	1.10184	1.10243	1.10170	1.10240	685	0	11
2024.01.02	06:00:00	1.10240	1.10244	1.10160	1.10203	548	0	11
2024.01.02	07:00:00	1.10203	1.10331	1.10203	1.10329	855	0	11
2024.01.02	08:00:00	1.10331	1.10347	1.10264	1.10280	826	0	11
2024.01.02	09:00:00	1.10282	1.10374	1.10145	1.10147	1583	0	11
2024.01.02	10:00:00	1.10172	1.10382	1.10172	1.10291	1875	0	11
2024.01.02	11:00:00	1.10287	1.10373	1.10101	1.10147	1648	0	11
2024.01.02	12:00:00	1.10144	1.10164	1.09966	1.10068	1698	0	11
2024.01.02	13:00:00	1.10063	1.10067	1.09659	1.09687	1845	0	11
2024.01.02	14:00:00	1.09688	1.09713	1.09532	1.09533	1565	0	11
2024.01.02	15:00:00	1.09535	1.09644	1.09490	1.09519	1916	0	11
2024.01.02	16:00:00	1.09517	1.09633	1.09444	1.09619	2219	0	11
2024.01.02	17:00:00	1.09626	1.09678	1.09407	1.09432	2355	0	11
2024.01.02	18:00:00	1.09433	1.09611	1.09403	1.09557	1810	0	11
2024.01.02	19:00:00	1.09560	1.09570	1.09454	1.09501	1417	0	11
2024.01.02	20:00:00	1.09501	1.09554	1.09457	1.09461	1225	0	11
2024.01.02	21:00:00	1.09461	1.09496	1.09422	1.09456	924	0	11
2024.01.02	22:00:00	1.09459	1.09505	1.09416	1.09425	1134	0	11
2024.01.02	23:00:00	1.09425	1.09427	1.09379	1.09402	661	0	11
2024.01.03	00:00:00	1.09395	1.09428	1.09375	1.09402	503	0	15
2024.01.03	01:00:00	1.09407	1.09434	1.09403	1.09408	420	0	11
2024.01.03	02:00:00	1.09410	1.09500	1.09409	1.09489	561	0	11
2024.01.03	03:00:00	1.09488	1.09543	1.09444	1.09508	1017	0	11
2024.01.03	04:00:00	1.09508	1.09525	1.09481	1.09515	732	0	11
2024.01.03	05:00:00	1.09515	1.09616	1.09481	1.09604	608	0	11
2024.01.03	06:00:00	1.09604	1.09619	1.09583	1.09617	499	0	11
2024.01.03	07:00:00	1.09617	1.09623	1.09508	1.09508	819	0	11
2024.01.03	08:00:00	1.09507	1.09602	1.09506	1.09586	690	0	11
2024.01.03	09:00:00	1.09576	1.09621	1.09510	1.09598	1348	0	11
2024.01.03	10:00:00	1.09596	1.09640	1.09497	1.09521	1863	0	11
2024.01.03	11:00:00	1.09517	1.09558	1.09342	1.09359	1708	0	11
2024.01.03	12:00:00	1.09359	1.09385	1.09256	1.09276	1397	0	11
2024.01.03	13:00:00	1.09273	1.09291	1.09147	1.09187	1666	0	11
2024.01.03	14:00:00	1.09190	1.09317	1.09141	1.09162	1597	0	11
2024.01.03	15:00:00	1.09161	1.09296	1.09095	1.09212	2072	0	11
2024.01.03	16:00:00	1.09212	1.09258	1.09095	1.09177	2229	0	11
2024.01.03	17:00:00	1.09130	1.09380	1.08975	1.09041	2663	0	11
2024.01.03	18:00:00	1.09042	1.09177	1.09022	1.09076	2131	0	11
2024.01.03	19:00:00	1.09076	1.09097	1.09028	1.09061	1584	0	11
2024.01.03	20:00:00	1.09062	1.09144	1.09022	1.09053	1394	0	11
2024.01.03	21:00:00	1.09053	1.09252	1.08925	1.09167	2454	0	13
2024.01.03	22:00:00	1.09168	1.09227	1.09143	1.09205	1785	0	11
2024.01.03	23:00:00	1.09204	1.09229	1.09180	1.09214	732	0	11
2024.01.04	00:00:00	1.09077	1.09217	1.09077	1.09202	495	0	14
2024.01.04	01:00:00	1.09213	1.09269	1.09213	1.09253	554	0	11
2024.01.04	02:00:00	1.09253	1.09260	1.09189	1.09219	752	0	11
2024.01.04	03:00:00	1.09220	1.09234	1.09157	1.09172	964	0	11
2024.01.04	04:00:00	1.09173	1.09194	1.09155	1.09187	678	0	11
2024.01.04	05:00:00	1.09188	1.09301	1.09187	1.09256	790	0	11
2024.01.04	06:00:00	1.09256	1.09281	1.09241	1.09255	680	0	11
2024.01.04	07:00:00	1.09254	1.09263	1.09214	1.09260	1009	0	11
2024.01.04	08:00:00	1.09260	1.09339	1.09202	1.09318	1050	0	12
2024.01.04	09:00:00	1.09319	1.09430	1.09290	1.09370	1588	0	11
2024.01.04	10:00:00	1.09369	1.09551	1.09340	1.09526	1973	0	11
2024.01.04	11:00:00	1.09523	1.09686	1.09447	1.09669	1925	0	11
2024.01.04	12:00:00	1.09672	1.09717	1.09539	1.09549	1624	0	11
2024.01.04	13:00:00	1.09551	1.09573	1.09455	1.09473	1311	0	11
2024.01.04	14:00:00	1.09472	1.09553	1.09463	1.09519	1351	0	11
2024.01.04	15:00:00	1.09517	1.09547	1.09321	1.09465	2224	0	11
2024.01.04	16:00:00	1.09465	1.09499	1.09376	1.09449	2218	0	11
2024.01.04	17:00:00	1.09448	1.09646	1.09448	1.09547	2253	0	11
2024.01.04	18:00:00	1.09550	1.09634	1.09537	1.09554	1858	0	11
2024.01.04	19:00:00	1.09556	1.09592	1.09411	1.09500	1439	0	11
2024.01.04	20:00:00	1.09498	1.09539	1.09454	1.09465	1314	0	11
2024.01.04	21:00:00	1.09465	1.09493	1.09429	1.09465	1074	0	11
2024.01.04	22:00:00	1.09464	1.09487	1.09425	1.09487	1120	0	11
2024.01.04	23:00:00	1.09485	1.09495	1.09442	1.09445	593	0	11
2024.01.05	00:00:00	1.09408	1.09488	1.09408	1.09464	672	0	15
2024.01.05	01:00:00	1.09452	1.09484	1.09430	1.09457	395	0	11
2024.01.05	02:00:00	1.09453	1.09509	1.09438	1.09505	753	0	11
2024.01.05	03:00:00	1.09503	1.09553	1.09495	1.09508	1162	0	11
2024.01.05	04:00:00	1.09509	1.09534	1.09460	1.09462	840	0	11
2024.01.05	05:00:00	1.09464	1.09468	1.09385	1.09386	724	0	11
2024.01.05	06:00:00	1.09387	1.09406	1.09359	1.09367	602	0	11
2024.01.05	07:00:00	1.09366	1.09374	1.09335	1.09368	816	0	11
2024.01.05	08:00:00	1.09368	1.09368	1.09242	1.09271	1033	0	11
2024.01.05	09:00:00	1.09271	1.09329	1.09220	1.09227	1340	0	11
2024.01.05	10:00:00	1.09234	1.09251	1.09027	1.09072	1782	0	11
2024.01.05	11:00:00	1.09071	1.09300	1.09023	1.09117	1745	0	11
2024.01.05	12:00:00	1.09123	1.09133	1.09031	1.09121	1464	0	11
2024.01.05	13:00:00	1.09121	1.09170	1.09094	1.09137	1339	0	11
2024.01.05	14:00:00	1.09138	1.09204	1.09131	1.09171	1306	0	11
2024.01.05	15:00:00	1.09172	1.09273	1.08764	1.09206	2552	0	11
2024.01.05	16:00:00	1.09218	1.09542	1.09213	1.09486	2638	0	11
2024.01.05	17:00:00	1.09485	1.09976	1.09485	1.09776	2893	0	11
2024.01.05	18:00:00	1.09776	1.09799	1.09526	1.09553	2274	0	11
2024.01.05	19:00:00	1.09554	1.09554	1.09426	1.09457	2005	0	11
2024.01.05	20:00:00	1.09457	1.09556	1.09348	1.09535	1687	0	11
2024.01.05	21:00:00	1.09538	1.09592	1.09426	1.09447	1559	0	11
2024.01.05	22:00:00	1.09446	1.09463	1.09351	1.09387	1363	0	11
2024.01.05	23:00:00	1.09386	1.09409	1.09364	1.09406	641	0	11
2024.01.08	00:00:00	1.09372	1.09449	1.09371	1.09434	364	0	15
2024.01.08	01:00:00	1.09450	1.09450	1.09343	1.09411	573	0	11
2024.01.08	02:00:00	1.09411	1.09486	1.09397	1.09482	569	0	11
2024.01.08	03:00:00	1.09481	1.09525	1.09463	1.09475	925	0	11
2024.01.08	04:00:00	1.09469	1.09472	1.09353	1.09366	842	0	11
2024.01.08	05:00:00	1.09365	1.09386	1.09308	1.09324	790	0	11
2024.01.08	06:00:00	1.09322	1.09365	1.09299	1.09334	673	0	11
2024.01.08	07:00:00	1.09334	1.09371	1.09316	1.09370	826	0	11
2024.01.08	08:00:00	1.09369	1.09462	1.09357	1.09452	863	0	12
2024.01.08	09:00:00	1.09453	1.09517	1.09389	1.09447	1518	0	11
2024.01.08	10:00:00	1.09446	1.09446	1.09288	1.09333	2057	0	11
2024.01.08	11:00:00	1.09331	1.09417	1.09221	1.09367	1744	0	11
2024.01.08	12:00:00	1.09376	1.09430	1.09338	1.09419	1530	0	11
2024.01.08	13:00:00	1.09419	1.09500	1.09364	1.09375	1554	0	11
2024.01.08	14:00:00	1.09375	1.09477	1.09367	1.09441	1473	0	11
2024.01.08	15:00:00	1.09443	1.09556	1.09421	1.09503	2106	0	11
2024.01.08	16:00:00	1.09503	1.09620	1.09489	1.09596	3421	0	11
2024.01.08	17:00:00	1.09599	1.09740	1.09548	1.09685	2932	0	11
2024.01.08	18:00:00	1.09692	1.09783	1.09679	1.09749	2612	0	11
2024.01.08	19:00:00	1.09748	1.09781	1.09619	1.09641	1694	0	11
2024.01.08	20:00:00	1.09639	1.09652	1.09483	1.09548	1312	0	11
2024.01.08	21:00:00	1.09549	1.09622	1.09524	1.09604	1433	0	11
2024.01.08	22:00:00	1.09605	1.09605	1.09489	1.09541	1407	0	11
2024.01.08	23:00:00	1.09540	1.09557	1.09492	1.09499	822	0	11
2024.01.09	00:00:00	1.09496	1.09542	1.09480	1.09493	696	0	18
2024.01.09	01:00:00	1.09493	1.09519	1.09486	1.09492	620	0	11
2024.01.09	02:00:00	1.09492	1.09589	1.09488	1.09546	2009	0	11
2024.01.09	03:00:00	1.09546	1.09613	1.09509	1.09609	2523	0	11
2024.01.09	04:00:00	1.09611	1.09642	1.09599	1.09621	1799	0	11
2024.01.09	05:00:00	1.09621	1.09657	1.09602	1.09623	1368	0	11
2024.01.09	06:00:00	1.09623	1.09625	1.09528	1.09555	1199	0	11
2024.01.09	07:00:00	1.09555	1.09557	1.09475	1.09491	1297	0	11
2024.01.09	08:00:00	1.09491	1.09544	1.09475	1.09497	1964	0	11
2024.01.09	09:00:00	1.09497	1.09624	1.09454	1.09558	3205	0	11
2024.01.09	10:00:00	1.09558	1.09561	1.09381	1.09492	4746	0	11
2024.01.09	11:00:00	1.09492	1.09499	1.09372	1.09435	4405	0	11
2024.01.09	12:00:00	1.09436	1.09475	1.09318	1.09349	3329	0	11
2024.01.09	13:00:00	1.09350	1.09355	1.09281	1.09307	3165	0	11
2024.01.09	14:00:00	1.09307	1.09411	1.09283	1.09400	3918	0	11
2024.01.09	15:00:00	1.09401	1.09463	1.09324	1.09452	6761	0	11
2024.01.09	16:00:00	1.09452	1.09507	1.09376	1.09450	5516	0	11
2024.01.09	17:00:00	1.09450	1.09462	1.09171	1.09173	3279	0	11
2024.01.09	18:00:00	1.09173	1.09345	1.09096	1.09338	2484	0	11
2024.01.09	19:00:00	1.09336	1.09386	1.09296	1.09335	2267	0	11
2024.01.09	20:00:00	1.09337	1.09391	1.09217	1.09236	2186	0	11
2024.01.09	21:00:00	1.09236	1.09280	1.09194	1.09247	1617	0	11
2024.01.09	22:00:00	1.09250	1.09291	1.09244	1.09274	1778	0	11
2024.01.09	23:00:00	1.09273	1.09309	1.09271	1.09306	752	0	11
2024.01.10	00:00:00	1.09284	1.09288	1.09252	1.09275	372	0	15
2024.01.10	01:00:00	1.09279	1.09324	1.09279	1.09311	433	0	11
2024.01.10	02:00:00	1.09311	1.09358	1.09285	1.09301	1731	0	11
2024.01.10	03:00:00	1.09301	1.09328	1.09254	1.09317	2356	0	11
2024.01.10	04:00:00	1.09317	1.09354	1.09310	1.09332	1706	0	11
2024.01.10	05:00:00	1.09332	1.09354	1.09271	1.09285	1667	0	11
2024.01.10	06:00:00	1.09284	1.09325	1.09282	1.09313	1124	0	11
2024.01.10	07:00:00	1.09315	1.09334	1.09297	1.09317	1209	0	11
2024.01.10	08:00:00	1.09315	1.09329	1.09229	1.09240	1933	0	11
2024.01.10	09:00:00	1.09245	1.09447	1.09240	1.09256	4765	0	11
2024.01.10	10:00:00	1.09256	1.09443	1.09223	1.09428	5540	0	11
2024.01.10	11:00:00	1.09428	1.09513	1.09410	1.09466	3824	0	11
2024.01.10	12:00:00	1.09466	1.09543	1.09445	1.09487	3388	0	11
2024.01.10	13:00:00	1.09487	1.09548	1.09410	1.09453	3027	0	11
2024.01.10	14:00:00	1.09453	1.09499	1.09424	1.09432	2962	0	11
2024.01.10	15:00:00	1.09432	1.09514	1.09400	1.09401	4794	0	11
2024.01.10	16:00:00	1.09401	1.09411	1.09314	1.09394	3620	0	11
2024.01.10	17:00:00	1.09395	1.09685	1.09351	1.09667	2779	0	11
2024.01.10	18:00:00	1.09668	1.09685	1.09520	1.09586	2114	0	11
2024.01.10	19:00:00	1.09589	1.09676	1.09576	1.09666	1540	0	11
2024.01.10	20:00:00	1.09666	1.09693	1.09587	1.09689	1568	0	11
2024.01.10	21:00:00	1.09690	1.09703	1.09663	1.09698	1404	0	11
2024.01.10	22:00:00	1.09698	1.09722	1.09610	1.09651	2129	0	11
2024.01.10	23:00:00	1.09649	1.09724	1.09642	1.09721	854	0	11
2024.01.11	00:00:00	1.09671	1.09719	1.09659	1.09712	475	0	13
2024.01.11	01:00:00	1.09722	1.09741	1.09706	1.09735	580	0	11
2024.01.11	02:00:00	1.09735	1.09783	1.09724	1.09773	1507	0	11
2024.01.11	03:00:00	1.09773	1.09796	1.09746	1.09785	2434	0	11
2024.01.11	04:00:00	1.09785	1.09843	1.09765	1.09775	2083	0	11
2024.01.11	05:00:00	1.09775	1.09806	1.09766	1.09797	1143	0	11
2024.01.11	06:00:00	1.09797	1.09822	1.09768	1.09771	1175	0	11
2024.01.11	07:00:00	1.09771	1.09809	1.09750	1.09779	1589	0	11
2024.01.11	08:00:00	1.09779	1.09879	1.09739	1.09852	1744	0	11
2024.01.11	09:00:00	1.09852	1.09863	1.09767	1.09784	2912	0	11
2024.01.11	10:00:00	1.09784	1.09809	1.09712	1.09744	3813	0	11
2024.01.11	11:00:00	1.09744	1.09746	1.09584	1.09632	3878	0	11
2024.01.11	12:00:00	1.09632	1.09691	1.09581	1.09683	3497	0	11
2024.01.11	13:00:00	1.09683	1.09820	1.09670	1.09782	3395	0	11
2024.01.11	14:00:00	1.09782	1.09900	1.09757	1.09833	3465	0	11
2024.01.11	15:00:00	1.09832	1.09971	1.09349	1.09383	4477	0	11
2024.01.11	16:00:00	1.09393	1.09730	1.09309	1.09535	4807	0	11
2024.01.11	17:00:00	1.09535	1.09622	1.09297	1.09459	4515	0	11
2024.01.11	18:00:00	1.09460	1.09565	1.09363	1.09418	3658	0	11
2024.01.11	19:00:00	1.09418	1.09540	1.09408	1.09503	2991	0	11
2024.01.11	20:00:00	1.09504	1.09653	1.09493	1.09642	2565	0	11
2024.01.11	21:00:00	1.09646	1.09824	1.09643	1.09814	2455	0	11
2024.01.11	22:00:00	1.09814	1.09820	1.09556	1.09709	2577	0	11
2024.01.11	23:00:00	1.09708	1.09746	1.09696	1.09728	1277	0	11
2024.01.12	00:00:00	1.09640	1.09735	1.09621	1.09715	858	0	15
2024.01.12	01:00:00	1.09715	1.09819	1.09692	1.09818	1482	0	11
2024.01.12	02:00:00	1.09818	1.09842	1.09734	1.09750	2398	0	11
2024.01.12	03:00:00	1.09750	1.09837	1.09720	1.09822	2519	0	11
2024.01.12	04:00:00	1.09822	1.09847	1.09774	1.09789	1976	0	11
2024.01.12	05:00:00	1.09789	1.09823	1.09765	1.09772	1094	0	11
2024.01.12	06:00:00	1.09772	1.09772	1.09725	1.09751	1184	0	11
2024.01.12	07:00:00	1.09751	1.09796	1.09732	1.09749	1495	0	11
2024.01.12	08:00:00	1.09749	1.09782	1.09724	1.09745	1476	0	11
2024.01.12	09:00:00	1.09745	1.09770	1.09602	1.09661	3566	0	11
2024.01.12	10:00:00	1.09655	1.09823	1.09644	1.09745	4765	0	11
2024.01.12	11:00:00	1.09746	1.09794	1.09604	1.09618	3854	0	11
2024.01.12	12:00:00	1.09618	1.09635	1.09562	1.09593	3243	0	11
2024.01.12	13:00:00	1.09593	1.09615	1.09460	1.09490	3427	0	11
2024.01.12	14:00:00	1.09490	1.09512	1.09364	1.09372	3989	0	11
2024.01.12	15:00:00	1.09373	1.09690	1.09353	1.09550	5448	0	11
2024.01.12	16:00:00	1.09548	1.09844	1.09523	1.09749	3941	0	11
2024.01.12	17:00:00	1.09752	1.09863	1.09618	1.09659	3734	0	11
2024.01.12	18:00:00	1.09657	1.09734	1.09575	1.09575	3061	0	11
2024.01.12	19:00:00	1.09573	1.09581	1.09465	1.09492	2153	0	11
2024.01.12	20:00:00	1.09491	1.09591	1.09486	1.09589	1648	0	11
2024.01.12	21:00:00	1.09585	1.09629	1.09532	1.09554	1491	0	11
2024.01.12	22:00:00	1.09553	1.09559	1.09499	1.09506	1333	0	11
2024.01.12	23:00:00	1.09507	1.09521	1.09475	1.09498	954	0	11
2024.01.15	00:00:00	1.09450	1.09497	1.09414	1.09476	947	0	15
2024.01.15	01:00:00	1.09476	1.09484	1.09435	1.09445	1106	0	11
2024.01.15	02:00:00	1.09445	1.09534	1.09401	1.09529	2530	0	11
2024.01.15	03:00:00	1.09529	1.09556	1.09489	1.09542	2348	0	11
2024.01.15	04:00:00	1.09542	1.09649	1.09542	1.09644	1663	0	11
2024.01.15	05:00:00	1.09644	1.09670	1.09629	1.09634	1340	0	11
2024.01.15	06:00:00	1.09636	1.09639	1.09580	1.09623	1033	0	11
2024.01.15	07:00:00	1.09623	1.09654	1.09600	1.09635	1146	0	11
2024.01.15	08:00:00	1.09636	1.09661	1.09618	1.09634	1508	0	11
2024.01.15	09:00:00	1.09634	1.09656	1.09509	1.09529	3505	0	11
2024.01.15	10:00:00	1.09533	1.09644	1.09531	1.09574	4669	0	11
2024.01.15	11:00:00	1.09574	1.09583	1.09425	1.09461	3779	0	11
2024.01.15	12:00:00	1.09461	1.09462	1.09328	1.09396	3838	0	11
2024.01.15	13:00:00	1.09396	1.09485	1.09394	1.09448	2699	0	11
2024.01.15	14:00:00	1.09448	1.09585	1.09432	1.09532	3558	0	11
2024.01.15	15:00:00	1.09532	1.09536	1.09436	1.09499	3670	0	11
2024.01.15	16:00:00	1.09501	1.09514	1.09381	1.09429	2469	0	11
2024.01.15	17:00:00	1.09428	1.09504	1.09376	1.09492	2035	0	11
2024.01.15	18:00:00	1.09492	1.09519	1.09461	1.09467	1324	0	11
2024.01.15	19:00:00	1.09467	1.09521	1.09457	1.09477	756	0	11
2024.01.15	20:00:00	1.09475	1.09523	1.09471	1.09523	259	0	11
2024.01.15	21:00:00	1.09523	1.09531	1.09492	1.09500	368	0	11
2024.01.15	22:00:00	1.09501	1.09512	1.09486	1.09512	371	0	11
2024.01.15	23:00:00	1.09512	1.09514	1.09492	1.09498	278	0	11
2024.01.16	00:00:00	1.09426	1.09498	1.09426	1.09480	653	0	14
2024.01.16	01:00:00	1.09480	1.09504	1.09442	1.09444	1040	0	11
2024.01.16	02:00:00	1.09444	1.09456	1.09184	1.09191	2689	0	11
2024.01.16	03:00:00	1.09191	1.09309	1.09148	1.09270	4170	0	11
2024.01.16	04:00:00	1.09270	1.09271	1.09210	1.09232	2496	0	11
2024.01.16	05:00:00	1.09232	1.09249	1.09155	1.09182	1570	0	11
2024.01.16	06:00:00	1.09182	1.09195	1.09128	1.09169	1336	0	11
2024.01.16	07:00:00	1.09169	1.09179	1.09120	1.09148	1979	0	11
2024.01.16	08:00:00	1.09148	1.09210	1.09121	1.09166	2257	0	11
2024.01.16	09:00:00	1.09166	1.09261	1.09080	1.09178	4198	0	11
2024.01.16	10:00:00	1.09179	1.09228	1.08936	1.09041	7699	0	11
2024.01.16	11:00:00	1.09038	1.09038	1.08832	1.08853	6052	0	11
2024.01.16	12:00:00	1.08853	1.08889	1.08786	1.08806	4254	0	11
2024.01.16	13:00:00	1.08806	1.08941	1.08729	1.08916	4448	0	11
2024.01.16	14:00:00	1.08916	1.08928	1.08831	1.08856	3078	0	11
2024.01.16	15:00:00	1.08856	1.08973	1.08710	1.08735	3609	0	11
2024.01.16	16:00:00	1.08732	1.08886	1.08660	1.08719	3778	0	11
2024.01.16	17:00:00	1.08718	1.08878	1.08652	1.08853	3079	0	11
2024.01.16	18:00:00	1.08861	1.08941	1.08615	1.08802	4297	0	11
2024.01.16	19:00:00	1.08805	1.08822	1.08623	1.08625	2754	0	11
2024.01.16	20:00:00	1.08625	1.08765	1.08624	1.08693	2066	0	11
2024.01.16	21:00:00	1.08693	1.08742	1.08672	1.08731	1499	0	11
2024.01.16	22:00:00	1.08731	1.08750	1.08696	1.08708	1559	0	11
2024.01.16	23:00:00	1.08712	1.08769	1.08708	1.08750	640	0	11
2024.01.17	00:00:00	1.08704	1.08764	1.08671	1.08741	694	0	20
2024.01.17	01:00:00	1.08743	1.08782	1.08741	1.08781	519	0	11
2024.01.17	02:00:00	1.08781	1.08782	1.08717	1.08772	1652	0	11
2024.01.17	03:00:00	1.08772	1.08818	1.08728	1.08766	2968	0	11
2024.01.17	04:00:00	1.08766	1.08840	1.08733	1.08743	1792	0	11
2024.01.17	05:00:00	1.08743	1.08743	1.08644	1.08657	1740	0	11
2024.01.17	06:00:00	1.08657	1.08704	1.08641	1.08702	1356	0	11
2024.01.17	07:00:00	1.08702	1.08716	1.08602	1.08643	2471	0	11
2024.01.17	08:00:00	1.08643	1.08644	1.08548	1.08616	2850	0	11
2024.01.17	09:00:00	1.08616	1.08732	1.08580	1.08695	6110	0	11
2024.01.17	10:00:00	1.08695	1.08811	1.08656	1.08662	6266	0	11
2024.01.17	11:00:00	1.08662	1.08782	1.08604	1.08756	4833	0	11
2024.01.17	12:00:00	1.08756	1.08832	1.08664	1.08713	5082	0	11
2024.01.17	13:00:00	1.08713	1.08825	1.08692	1.08780	3194	0	11
2024.01.17	14:00:00	1.08780	1.08805	1.08688	1.08737	2639	0	11
2024.01.17	15:00:00	1.08738	1.08780	1.08509	1.08634	3941	0	11
2024.01.17	16:00:00	1.08635	1.08696	1.08473	1.08484	3421	0	11
2024.01.17	17:00:00	1.08483	1.08703	1.08440	1.08487	3508	0	11
2024.01.17	18:00:00	1.08485	1.08641	1.08471	1.08567	2827	0	11
2024.01.17	19:00:00	1.08570	1.08695	1.08563	1.08664	2268	0	11
2024.01.17	20:00:00	1.08667	1.08668	1.08560	1.08653	2169	0	11
2024.01.17	21:00:00	1.08654	1.08782	1.08654	1.08732	1831	0	11
2024.01.17	22:00:00	1.08733	1.08814	1.08697	1.08803	1435	0	11
2024.01.17	23:00:00	1.08803	1.08822	1.08803	1.08816	722	0	11
2024.01.18	00:00:00	1.08793	1.08827	1.08787	1.08811	639	0	11
2024.01.18	01:00:00	1.08811	1.08854	1.08800	1.08854	811	0	11
2024.01.18	02:00:00	1.08854	1.08937	1.08796	1.08934	1494	0	11
2024.01.18	03:00:00	1.08934	1.09003	1.08917	1.08957	2890	0	11
2024.01.18	04:00:00	1.08954	1.09023	1.08925	1.08927	1541	0	11
2024.01.18	05:00:00	1.08928	1.08975	1.08899	1.08950	1429	0	11
2024.01.18	06:00:00	1.08949	1.08957	1.08904	1.08935	1189	0	11
2024.01.18	07:00:00	1.08934	1.08957	1.08897	1.08944	1502	0	11
2024.01.18	08:00:00	1.08945	1.09062	1.08942	1.09034	1802	0	11
2024.01.18	09:00:00	1.09032	1.09058	1.08858	1.08875	2204	0	11
2024.01.18	10:00:00	1.08872	1.08884	1.08769	1.08793	2334	0	11
2024.01.18	11:00:00	1.08793	1.08989	1.08761	1.08840	2306	0	11
2024.01.18	12:00:00	1.08840	1.08954	1.08823	1.08943	1912	0	11
2024.01.18	13:00:00	1.08943	1.08947	1.08841	1.08882	1854	0	11
2024.01.18	14:00:00	1.08885	1.08936	1.08740	1.08769	2083	0	11
2024.01.18	15:00:00	1.08768	1.08770	1.08502	1.08521	3569	0	11
2024.01.18	16:00:00	1.08520	1.08684	1.08488	1.08591	3971	0	11
2024.01.18	17:00:00	1.08590	1.08674	1.08461	1.08516	3805	0	11
2024.01.18	18:00:00	1.08514	1.08695	1.08498	1.08614	2865	0	11
2024.01.18	19:00:00	1.08614	1.08638	1.08497	1.08591	2352	0	11
2024.01.18	20:00:00	1.08592	1.08653	1.08537	1.08633	2102	0	11
2024.01.18	21:00:00	1.08632	1.08685	1.08597	1.08613	1942	0	11
2024.01.18	22:00:00	1.08612	1.08688	1.08601	1.08685	1621	0	11
2024.01.18	23:00:00	1.08684	1.08769	1.08677	1.08759	725	0	11
2024.01.19	00:00:00	1.08734	1.08755	1.08649	1.08725	931	0	15
2024.01.19	01:00:00	1.08746	1.08798	1.08739	1.08794	615	0	11
2024.01.19	02:00:00	1.08794	1.08813	1.08772	1.08792	1608	0	11
2024.01.19	03:00:00	1.08798	1.08868	1.08755	1.08849	1943	0	11
2024.01.19	04:00:00	1.08848	1.08890	1.08820	1.08875	1648	0	11
2024.01.19	05:00:00	1.08875	1.08887	1.08847	1.08884	1054	0	11
2024.01.19	06:00:00	1.08883	1.08888	1.08847	1.08858	535	0	11
2024.01.19	07:00:00	1.08859	1.08865	1.08791	1.08803	1423	0	11
2024.01.19	08:00:00	1.08799	1.08820	1.08748	1.08802	1906	0	11
2024.01.19	09:00:00	1.08803	1.08858	1.08739	1.08789	2891	0	11
2024.01.19	10:00:00	1.08788	1.08814	1.08675	1.08765	2897	0	11
2024.01.19	11:00:00	1.08766	1.08844	1.08708	1.08823	2951	0	11
2024.01.19	12:00:00	1.08821	1.08846	1.08726	1.08805	2620	0	11
2024.01.19	13:00:00	1.08805	1.08924	1.08786	1.08868	2143	0	11
2024.01.19	14:00:00	1.08868	1.08875	1.08796	1.08821	2142	0	11
2024.01.19	15:00:00	1.08821	1.08890	1.08749	1.08801	3974	0	11
2024.01.19	16:00:00	1.08800	1.08832	1.08651	1.08792	3138	0	11
2024.01.19	17:00:00	1.08848	1.08891	1.08693	1.08820	3805	0	11
2024.01.19	18:00:00	1.08820	1.08874	1.08802	1.08861	2539	0	11
2024.01.19	19:00:00	1.08863	1.08927	1.08794	1.08891	2178	0	11
2024.01.19	20:00:00	1.08891	1.08957	1.08851	1.08915	1498	0	11
2024.01.19	21:00:00	1.08914	1.08943	1.08875	1.08918	1983	0	11
2024.01.19	22:00:00	1.08919	1.08953	1.08895	1.08945	1498	0	11
2024.01.19	23:00:00	1.08946	1.08971	1.08933	1.08965	854	0	11
2024.01.22	00:00:00	1.08894	1.08944	1.08853	1.08902	1159	0	20
2024.01.22	01:00:00	1.08904	1.08971	1.08899	1.08914	827	0	11
2024.01.22	02:00:00	1.08915	1.09010	1.08907	1.09006	1229	0	11
2024.01.22	03:00:00	1.09008	1.09045	1.08981	1.09015	1856	0	11
2024.01.22	04:00:00	1.09016	1.09087	1.08991	1.09066	1157	0	11
2024.01.22	05:00:00	1.09067	1.09072	1.09002	1.09014	986	0	11
2024.01.22	06:00:00	1.09014	1.09041	1.09001	1.09024	724	0	11
2024.01.22	07:00:00	1.09024	1.09040	1.08980	1.09011	1126	0	11
2024.01.22	08:00:00	1.09011	1.09089	1.09008	1.09042	1599	0	11
2024.01.22	09:00:00	1.09041	1.09073	1.08966	1.08971	2551	0	11
2024.01.22	10:00:00	1.08968	1.09004	1.08866	1.08913	3073	0	11
2024.01.22	11:00:00	1.08912	1.09018	1.08894	1.08963	1819	0	11
2024.01.22	12:00:00	1.08963	1.08964	1.08851	1.08862	1569	0	11
2024.01.22	13:00:00	1.08861	1.08897	1.08810	1.08896	1738	0	11
