<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.01.31	11:00:00	1.03836	1.03845	1.03647	1.03830	5786	0	12
2025.01.31	12:00:00	1.03831	1.03834	1.03731	1.03757	3981	0	12
2025.01.31	13:00:00	1.03757	1.03795	1.03714	1.03752	3050	0	12
2025.01.31	14:00:00	1.03752	1.03850	1.03740	1.03819	3154	0	12
2025.01.31	15:00:00	1.03818	1.03948	1.03762	1.03817	6097	0	12
2025.01.31	16:00:00	1.03818	1.03820	1.03661	1.03681	5711	0	12
2025.01.31	17:00:00	1.03685	1.04000	1.03596	1.03959	6129	0	12
2025.01.31	18:00:00	1.03959	1.04070	1.03855	1.03992	5259	0	12
2025.01.31	19:00:00	1.03992	1.04333	1.03896	1.04195	7950	0	12
2025.01.31	20:00:00	1.04195	1.04211	1.03606	1.03693	8924	0	12
2025.01.31	21:00:00	1.03691	1.03787	1.03639	1.03756	5674	0	12
2025.01.31	22:00:00	1.03757	1.03814	1.03624	1.03730	5427	0	12
2025.01.31	23:00:00	1.03730	1.03864	1.03496	1.03573	5163	0	12
2025.02.03	00:00:00	1.02368	1.02561	1.02354	1.02487	1741	0	41
2025.02.03	01:00:00	1.02502	1.02699	1.02338	1.02466	6933	0	12
2025.02.03	02:00:00	1.02466	1.02667	1.02099	1.02315	8698	0	12
2025.02.03	03:00:00	1.02314	1.02517	1.02214	1.02372	6159	0	12
2025.02.03	04:00:00	1.02371	1.02373	1.02202	1.02230	5471	0	12
2025.02.03	05:00:00	1.02230	1.02244	1.02116	1.02209	3581	0	12
2025.02.03	06:00:00	1.02208	1.02393	1.02198	1.02260	5194	0	12
2025.02.03	07:00:00	1.02260	1.02427	1.02251	1.02398	3248	0	12
2025.02.03	08:00:00	1.02398	1.02511	1.02389	1.02425	3815	0	12
2025.02.03	09:00:00	1.02425	1.02490	1.02213	1.02240	5746	0	12
2025.02.03	10:00:00	1.02243	1.02506	1.02122	1.02432	6782	0	12
2025.02.03	11:00:00	1.02429	1.02537	1.02249	1.02298	4683	0	12
2025.02.03	12:00:00	1.02298	1.02440	1.02293	1.02431	4212	0	12
2025.02.03	13:00:00	1.02430	1.02553	1.02358	1.02517	3955	0	12
2025.02.03	14:00:00	1.02517	1.02777	1.02505	1.02571	5589	0	12
2025.02.03	15:00:00	1.02573	1.02873	1.02571	1.02632	6583	0	12
2025.02.03	16:00:00	1.02634	1.02654	1.02466	1.02502	6321	0	12
2025.02.03	17:00:00	1.02503	1.03351	1.02433	1.03154	10916	0	12
2025.02.03	18:00:00	1.03155	1.03210	1.02722	1.02756	6692	0	12
2025.02.03	19:00:00	1.02755	1.03020	1.02709	1.02792	4822	0	13
2025.02.03	20:00:00	1.02788	1.02872	1.02696	1.02779	3929	0	13
2025.02.03	21:00:00	1.02779	1.02964	1.02778	1.02839	2992	0	12
2025.02.03	22:00:00	1.02843	1.02986	1.02822	1.02949	2827	0	12
2025.02.03	23:00:00	1.02949	1.03494	1.02923	1.03390	5093	0	12
2025.02.04	00:00:00	1.03410	1.03457	1.03318	1.03416	812	0	36
2025.02.04	01:00:00	1.03416	1.03511	1.03259	1.03276	3043	0	12
2025.02.04	02:00:00	1.03276	1.03303	1.03156	1.03173	2646	0	12
2025.02.04	03:00:00	1.03173	1.03221	1.03079	1.03214	3650	0	12
2025.02.04	04:00:00	1.03214	1.03234	1.03158	1.03214	2640	0	12
2025.02.04	05:00:00	1.03214	1.03235	1.03111	1.03140	2292	0	12
2025.02.04	06:00:00	1.03140	1.03145	1.03051	1.03052	1966	0	12
2025.02.04	07:00:00	1.03052	1.03052	1.02715	1.02926	6585	0	12
2025.02.04	08:00:00	1.02925	1.03071	1.02916	1.03061	3300	0	12
2025.02.04	09:00:00	1.03059	1.03164	1.02993	1.03110	3894	0	12
2025.02.04	10:00:00	1.03110	1.03350	1.03084	1.03338	6089	0	12
2025.02.04	11:00:00	1.03337	1.03489	1.03316	1.03381	3996	0	12
2025.02.04	12:00:00	1.03380	1.03427	1.03248	1.03344	3107	0	12
2025.02.04	13:00:00	1.03345	1.03346	1.03214	1.03215	2786	0	12
2025.02.04	14:00:00	1.03215	1.03278	1.03197	1.03247	3576	0	12
2025.02.04	15:00:00	1.03246	1.03401	1.03233	1.03397	4172	0	12
2025.02.04	16:00:00	1.03400	1.03657	1.03396	1.03594	5876	0	12
2025.02.04	17:00:00	1.03595	1.03854	1.03570	1.03797	8289	0	12
2025.02.04	18:00:00	1.03796	1.03869	1.03728	1.03778	4314	0	12
2025.02.04	19:00:00	1.03776	1.03782	1.03651	1.03760	3353	0	12
2025.02.04	20:00:00	1.03760	1.03856	1.03738	1.03805	2048	0	12
2025.02.04	21:00:00	1.03805	1.03848	1.03766	1.03807	2100	0	12
2025.02.04	22:00:00	1.03811	1.03853	1.03788	1.03847	1712	0	12
2025.02.04	23:00:00	1.03848	1.03870	1.03772	1.03785	990	0	12
2025.02.05	00:00:00	1.03712	1.03789	1.03712	1.03766	845	0	27
2025.02.05	01:00:00	1.03774	1.03797	1.03702	1.03709	1279	0	12
2025.02.05	02:00:00	1.03710	1.03814	1.03688	1.03783	1883	0	12
2025.02.05	03:00:00	1.03782	1.03861	1.03720	1.03727	2722	0	12
2025.02.05	04:00:00	1.03726	1.03843	1.03723	1.03840	2349	0	12
2025.02.05	05:00:00	1.03840	1.03855	1.03787	1.03788	1654	0	12
2025.02.05	06:00:00	1.03788	1.03817	1.03757	1.03781	1487	0	12
2025.02.05	07:00:00	1.03781	1.03782	1.03725	1.03771	1754	0	12
2025.02.05	08:00:00	1.03771	1.03935	1.03735	1.03845	2184	0	12
2025.02.05	09:00:00	1.03843	1.04090	1.03814	1.04020	3347	0	12
2025.02.05	10:00:00	1.04012	1.04081	1.03895	1.04032	4113	0	12
2025.02.05	11:00:00	1.04033	1.04168	1.04009	1.04033	3604	0	12
2025.02.05	12:00:00	1.04032	1.04298	1.04012	1.04244	3103	0	12
2025.02.05	13:00:00	1.04245	1.04248	1.04110	1.04141	2535	0	12
2025.02.05	14:00:00	1.04140	1.04214	1.04102	1.04187	2641	0	12
2025.02.05	15:00:00	1.04186	1.04251	1.04009	1.04071	4235	0	12
2025.02.05	16:00:00	1.04073	1.04257	1.04055	1.04220	4071	0	12
2025.02.05	17:00:00	1.04213	1.04419	1.04146	1.04216	5704	0	12
2025.02.05	18:00:00	1.04217	1.04241	1.04097	1.04174	3638	0	12
2025.02.05	19:00:00	1.04175	1.04232	1.04097	1.04192	2284	0	12
2025.02.05	20:00:00	1.04192	1.04210	1.04136	1.04148	1874	0	12
2025.02.05	21:00:00	1.04149	1.04163	1.04040	1.04065	2042	0	12
2025.02.05	22:00:00	1.04066	1.04066	1.04006	1.04042	1713	0	12
2025.02.05	23:00:00	1.04041	1.04061	1.03963	1.04016	1062	0	12
2025.02.06	00:00:00	1.03992	1.04035	1.03992	1.04022	481	0	36
2025.02.06	01:00:00	1.04032	1.04046	1.03967	1.03980	1031	0	12
2025.02.06	02:00:00	1.03981	1.04016	1.03943	1.03969	1704	0	12
2025.02.06	03:00:00	1.03970	1.04040	1.03947	1.04021	2218	0	12
2025.02.06	04:00:00	1.04019	1.04049	1.03902	1.03945	2013	0	12
2025.02.06	05:00:00	1.03945	1.03957	1.03889	1.03915	1526	0	12
2025.02.06	06:00:00	1.03915	1.03932	1.03845	1.03864	1464	0	12
2025.02.06	07:00:00	1.03865	1.03898	1.03853	1.03858	1607	0	12
2025.02.06	08:00:00	1.03859	1.03919	1.03850	1.03896	1709	0	12
2025.02.06	09:00:00	1.03895	1.03910	1.03773	1.03795	2593	0	12
2025.02.06	10:00:00	1.03794	1.03803	1.03555	1.03644	3480	0	12
2025.02.06	11:00:00	1.03644	1.03673	1.03556	1.03587	2778	0	12
2025.02.06	12:00:00	1.03587	1.03658	1.03552	1.03619	2477	0	12
2025.02.06	13:00:00	1.03619	1.03671	1.03574	1.03614	2556	0	12
2025.02.06	14:00:00	1.03615	1.03630	1.03518	1.03612	4025	0	12
2025.02.06	15:00:00	1.03611	1.03666	1.03529	1.03600	4045	0	12
2025.02.06	16:00:00	1.03597	1.03742	1.03592	1.03617	3626	0	12
2025.02.06	17:00:00	1.03617	1.03759	1.03604	1.03689	4272	0	12
2025.02.06	18:00:00	1.03688	1.03755	1.03662	1.03664	2963	0	12
2025.02.06	19:00:00	1.03664	1.03800	1.03651	1.03787	1974	0	12
2025.02.06	20:00:00	1.03786	1.03959	1.03737	1.03889	2734	0	12
2025.02.06	21:00:00	1.03889	1.03908	1.03797	1.03845	1710	0	13
2025.02.06	22:00:00	1.03841	1.03902	1.03832	1.03884	1460	0	12
2025.02.06	23:00:00	1.03879	1.03887	1.03825	1.03826	884	0	12
2025.02.07	00:00:00	1.03818	1.03840	1.03801	1.03818	471	0	36
2025.02.07	01:00:00	1.03818	1.03863	1.03818	1.03846	1373	0	12
2025.02.07	02:00:00	1.03846	1.03905	1.03767	1.03771	2034	0	12
2025.02.07	03:00:00	1.03770	1.03862	1.03737	1.03833	2862	0	12
2025.02.07	04:00:00	1.03833	1.03855	1.03803	1.03836	2334	0	12
2025.02.07	05:00:00	1.03836	1.03844	1.03766	1.03791	1798	0	12
2025.02.07	06:00:00	1.03791	1.03829	1.03751	1.03806	1723	0	12
2025.02.07	07:00:00	1.03805	1.03809	1.03733	1.03746	1818	0	12
2025.02.07	08:00:00	1.03746	1.03768	1.03720	1.03755	2251	0	12
2025.02.07	09:00:00	1.03754	1.03896	1.03737	1.03886	2720	0	12
2025.02.07	10:00:00	1.03886	1.03994	1.03848	1.03971	3192	0	12
2025.02.07	11:00:00	1.03971	1.03985	1.03892	1.03905	2870	0	12
2025.02.07	12:00:00	1.03905	1.03908	1.03784	1.03809	2531	0	12
2025.02.07	13:00:00	1.03809	1.03836	1.03767	1.03819	2300	0	12
2025.02.07	14:00:00	1.03819	1.03819	1.03678	1.03739	2788	0	12
2025.02.07	15:00:00	1.03738	1.04084	1.03484	1.03632	8883	0	12
2025.02.07	16:00:00	1.03631	1.03883	1.03602	1.03857	6443	0	12
2025.02.07	17:00:00	1.03849	1.03871	1.03267	1.03543	8720	0	12
2025.02.07	18:00:00	1.03544	1.03546	1.03208	1.03275	9662	0	12
2025.02.07	19:00:00	1.03274	1.03601	1.03045	1.03212	8073	0	12
2025.02.07	20:00:00	1.03212	1.03353	1.03203	1.03246	2579	0	13
2025.02.07	21:00:00	1.03246	1.03363	1.03231	1.03318	2414	0	13
2025.02.07	22:00:00	1.03317	1.03380	1.03208	1.03273	1964	0	12
2025.02.07	23:00:00	1.03273	1.03318	1.03222	1.03271	1610	0	12
2025.02.10	00:00:00	1.02968	1.03007	1.02763	1.02890	1484	0	37
2025.02.10	01:00:00	1.02909	1.03130	1.02909	1.03090	2435	0	12
2025.02.10	02:00:00	1.03091	1.03179	1.03086	1.03096	2495	0	12
2025.02.10	03:00:00	1.03096	1.03141	1.02995	1.03027	3134	0	12
2025.02.10	04:00:00	1.03027	1.03064	1.02981	1.02990	2098	0	12
2025.02.10	05:00:00	1.02990	1.03111	1.02990	1.03110	1793	0	12
2025.02.10	06:00:00	1.03110	1.03152	1.03106	1.03126	1427	0	12
2025.02.10	07:00:00	1.03126	1.03211	1.03125	1.03155	1628	0	12
2025.02.10	08:00:00	1.03155	1.03195	1.03115	1.03185	2057	0	12
2025.02.10	09:00:00	1.03185	1.03251	1.03093	1.03122	3582	0	12
2025.02.10	10:00:00	1.03122	1.03224	1.03060	1.03216	4718	0	12
2025.02.10	11:00:00	1.03216	1.03342	1.03202	1.03261	3781	0	12
2025.02.10	12:00:00	1.03261	1.03330	1.03228	1.03293	2627	0	12
2025.02.10	13:00:00	1.03294	1.03359	1.03196	1.03201	2817	0	12
2025.02.10	14:00:00	1.03200	1.03213	1.03079	1.03131	3559	0	12
2025.02.10	15:00:00	1.03132	1.03259	1.03132	1.03210	3640	0	12
2025.02.10	16:00:00	1.03210	1.03230	1.03035	1.03107	4569	0	12
2025.02.10	17:00:00	1.03107	1.03193	1.03101	1.03146	3978	0	12
2025.02.10	18:00:00	1.03146	1.03176	1.03039	1.03110	3648	0	12
2025.02.10	19:00:00	1.03110	1.03141	1.03060	1.03119	2466	0	12
2025.02.10	20:00:00	1.03119	1.03155	1.03054	1.03066	1987	0	12
2025.02.10	21:00:00	1.03066	1.03104	1.03046	1.03062	1654	0	12
2025.02.10	22:00:00	1.03062	1.03079	1.03044	1.03062	1194	0	12
2025.02.10	23:00:00	1.03062	1.03079	1.03045	1.03060	578	0	12
2025.02.11	00:00:00	1.03014	1.03080	1.03012	1.03054	966	0	36
2025.02.11	01:00:00	1.03054	1.03073	1.02978	1.03000	1813	0	12
2025.02.11	02:00:00	1.02999	1.03062	1.02990	1.03041	1395	0	12
2025.02.11	03:00:00	1.03041	1.03041	1.02994	1.03015	2093	0	12
2025.02.11	04:00:00	1.03015	1.03023	1.02915	1.02924	2184	0	12
2025.02.11	05:00:00	1.02924	1.03001	1.02915	1.02975	1887	0	12
2025.02.11	06:00:00	1.02975	1.03037	1.02969	1.03036	1834	0	12
2025.02.11	07:00:00	1.03036	1.03054	1.03014	1.03041	1334	0	12
2025.02.11	08:00:00	1.03041	1.03100	1.03035	1.03046	2312	0	12
2025.02.11	09:00:00	1.03047	1.03072	1.03004	1.03025	2904	0	12
2025.02.11	10:00:00	1.03025	1.03192	1.02991	1.03177	3561	0	12
2025.02.11	11:00:00	1.03177	1.03214	1.03120	1.03173	3312	0	12
2025.02.11	12:00:00	1.03173	1.03245	1.03139	1.03155	2766	0	12
2025.02.11	13:00:00	1.03155	1.03221	1.03152	1.03212	2196	0	12
2025.02.11	14:00:00	1.03212	1.03279	1.03198	1.03214	2838	0	12
2025.02.11	15:00:00	1.03216	1.03255	1.03160	1.03219	3513	0	12
2025.02.11	16:00:00	1.03218	1.03365	1.03213	1.03318	3924	0	12
2025.02.11	17:00:00	1.03318	1.03427	1.03275	1.03394	4930	0	12
2025.02.11	18:00:00	1.03393	1.03507	1.03384	1.03451	4121	0	12
2025.02.11	19:00:00	1.03451	1.03480	1.03428	1.03447	2057	0	12
2025.02.11	20:00:00	1.03447	1.03507	1.03439	1.03448	1813	0	12
2025.02.11	21:00:00	1.03448	1.03810	1.03414	1.03577	3106	0	12
2025.02.11	22:00:00	1.03577	1.03669	1.03570	1.03624	2711	0	13
2025.02.11	23:00:00	1.03623	1.03635	1.03582	1.03603	1079	0	13
2025.02.12	00:00:00	1.03577	1.03627	1.03576	1.03606	378	0	36
2025.02.12	01:00:00	1.03608	1.03670	1.03592	1.03627	1249	0	12
2025.02.12	02:00:00	1.03628	1.03637	1.03557	1.03568	1671	0	12
2025.02.12	03:00:00	1.03567	1.03636	1.03533	1.03599	2556	0	12
2025.02.12	04:00:00	1.03599	1.03673	1.03598	1.03619	2259	0	12
2025.02.12	05:00:00	1.03620	1.03651	1.03580	1.03614	2188	0	12
2025.02.12	06:00:00	1.03614	1.03630	1.03554	1.03556	1849	0	12
2025.02.12	07:00:00	1.03556	1.03588	1.03542	1.03578	1818	0	12
2025.02.12	08:00:00	1.03579	1.03596	1.03562	1.03584	2089	0	12
2025.02.12	09:00:00	1.03584	1.03786	1.03582	1.03753	3285	0	12
2025.02.12	10:00:00	1.03753	1.03793	1.03673	1.03705	3995	0	12
2025.02.12	11:00:00	1.03704	1.03735	1.03641	1.03730	2966	0	12
2025.02.12	12:00:00	1.03729	1.03767	1.03693	1.03750	2843	0	12
2025.02.12	13:00:00	1.03750	1.03850	1.03732	1.03745	2876	0	12
2025.02.12	14:00:00	1.03745	1.03783	1.03714	1.03724	3157	0	12
2025.02.12	15:00:00	1.03724	1.03756	1.03164	1.03324	8923	0	12
2025.02.12	16:00:00	1.03324	1.03531	1.03246	1.03494	6956	0	12
2025.02.12	17:00:00	1.03494	1.03822	1.03374	1.03740	8881	0	12
2025.02.12	18:00:00	1.03740	1.03953	1.03497	1.03907	6479	0	12
2025.02.12	19:00:00	1.03907	1.04269	1.03902	1.04256	7195	0	12
2025.02.12	20:00:00	1.04256	1.04293	1.03867	1.03888	4810	0	12
2025.02.12	21:00:00	1.03888	1.03928	1.03841	1.03905	2698	0	12
2025.02.12	22:00:00	1.03905	1.03968	1.03874	1.03911	2168	0	12
2025.02.12	23:00:00	1.03911	1.03952	1.03800	1.03813	1442	0	12
2025.02.13	00:00:00	1.03730	1.03849	1.03730	1.03825	1027	0	36
2025.02.13	01:00:00	1.03834	1.03918	1.03831	1.03916	1458	0	12
2025.02.13	02:00:00	1.03916	1.04000	1.03875	1.03889	2043	0	12
2025.02.13	03:00:00	1.03890	1.04013	1.03866	1.03991	2916	0	12
2025.02.13	04:00:00	1.03991	1.04072	1.03959	1.04032	2525	0	12
2025.02.13	05:00:00	1.04033	1.04213	1.04028	1.04185	2394	0	12
2025.02.13	06:00:00	1.04185	1.04348	1.04181	1.04339	2901	0	12
2025.02.13	07:00:00	1.04340	1.04377	1.04299	1.04343	2724	0	12
2025.02.13	08:00:00	1.04344	1.04394	1.04279	1.04302	3292	0	12
2025.02.13	09:00:00	1.04303	1.04360	1.04218	1.04249	4583	0	12
2025.02.13	10:00:00	1.04249	1.04258	1.04095	1.04130	4711	0	12
2025.02.13	11:00:00	1.04130	1.04257	1.04103	1.04224	3887	0	12
2025.02.13	12:00:00	1.04224	1.04284	1.04125	1.04152	3165	0	12
2025.02.13	13:00:00	1.04152	1.04269	1.03919	1.04025	4532	0	12
2025.02.13	14:00:00	1.04025	1.04029	1.03852	1.03890	4303	0	12
2025.02.13	15:00:00	1.03893	1.04065	1.03744	1.03919	7190	0	12
2025.02.13	16:00:00	1.03920	1.04007	1.03812	1.03991	6068	0	12
2025.02.13	17:00:00	1.03990	1.04376	1.03990	1.04329	8712	0	12
2025.02.13	18:00:00	1.04328	1.04448	1.04235	1.04270	4649	0	12
2025.02.13	19:00:00	1.04267	1.04383	1.04243	1.04247	3106	0	12
2025.02.13	20:00:00	1.04246	1.04310	1.03725	1.04089	7768	0	12
2025.02.13	21:00:00	1.04087	1.04421	1.04080	1.04366	4514	0	12
2025.02.13	22:00:00	1.04366	1.04653	1.04349	1.04608	2869	0	12
2025.02.13	23:00:00	1.04612	1.04660	1.04564	1.04652	1248	0	12
2025.02.14	00:00:00	1.04597	1.04673	1.04597	1.04654	681	0	36
2025.02.14	01:00:00	1.04654	1.04667	1.04553	1.04607	1792	0	12
2025.02.14	02:00:00	1.04609	1.04664	1.04571	1.04602	2477	0	12
2025.02.14	03:00:00	1.04602	1.04662	1.04576	1.04586	3203	0	12
2025.02.14	04:00:00	1.04586	1.04604	1.04545	1.04562	2218	0	12
2025.02.14	05:00:00	1.04561	1.04610	1.04533	1.04583	1936	0	12
2025.02.14	06:00:00	1.04583	1.04632	1.04540	1.04540	1597	0	12
2025.02.14	07:00:00	1.04540	1.04553	1.04468	1.04520	2077	0	12
2025.02.14	08:00:00	1.04521	1.04603	1.04513	1.04579	2665	0	12
2025.02.14	09:00:00	1.04578	1.04717	1.04578	1.04642	4086	0	12
2025.02.14	10:00:00	1.04642	1.04857	1.04628	1.04763	4825	0	12
2025.02.14	11:00:00	1.04763	1.04872	1.04753	1.04807	3620	0	12
2025.02.14	12:00:00	1.04807	1.04823	1.04641	1.04664	3147	0	12
2025.02.14	13:00:00	1.04663	1.04689	1.04623	1.04670	3073	0	12
2025.02.14	14:00:00	1.04669	1.04744	1.04564	1.04710	3744	0	12
2025.02.14	15:00:00	1.04713	1.04972	1.04707	1.04877	6516	0	12
2025.02.14	16:00:00	1.04877	1.05137	1.04866	1.05080	5441	0	12
2025.02.14	17:00:00	1.05080	1.05122	1.04905	1.05078	5905	0	12
2025.02.14	18:00:00	1.05078	1.05099	1.04962	1.04969	4119	0	12
2025.02.14	19:00:00	1.04969	1.05082	1.04934	1.05066	2637	0	12
2025.02.14	20:00:00	1.05066	1.05076	1.04989	1.05038	1899	0	12
2025.02.14	21:00:00	1.05038	1.05045	1.04943	1.04980	1938	0	12
2025.02.14	22:00:00	1.04981	1.04981	1.04906	1.04913	1867	0	12
2025.02.14	23:00:00	1.04916	1.04940	1.04876	1.04905	1400	0	12
2025.02.17	00:00:00	1.04837	1.04887	1.04835	1.04878	567	0	41
2025.02.17	01:00:00	1.04881	1.04940	1.04841	1.04882	2274	0	12
2025.02.17	02:00:00	1.04882	1.04928	1.04849	1.04917	2084	0	12
2025.02.17	03:00:00	1.04917	1.05059	1.04890	1.05047	2524	0	12
2025.02.17	04:00:00	1.05047	1.05050	1.04952	1.05007	2357	0	12
2025.02.17	05:00:00	1.05005	1.05031	1.04937	1.04942	2110	0	12
2025.02.17	06:00:00	1.04942	1.04967	1.04887	1.04949	1644	0	12
2025.02.17	07:00:00	1.04949	1.04976	1.04843	1.04893	2503	0	12
2025.02.17	08:00:00	1.04893	1.04927	1.04874	1.04911	2447	0	12
2025.02.17	09:00:00	1.04911	1.04950	1.04798	1.04820	3519	0	12
2025.02.17	10:00:00	1.04820	1.04843	1.04703	1.04737	4222	0	12
2025.02.17	11:00:00	1.04737	1.04808	1.04706	1.04737	3127	0	12
2025.02.17	12:00:00	1.04735	1.04886	1.04727	1.04884	2789	0	12
2025.02.17	13:00:00	1.04882	1.04886	1.04771	1.04814	2282	0	12
2025.02.17	14:00:00	1.04814	1.04845	1.04679	1.04716	3057	0	12
2025.02.17	15:00:00	1.04716	1.04760	1.04665	1.04739	2391	0	12
2025.02.17	16:00:00	1.04737	1.04788	1.04707	1.04777	2307	0	12
2025.02.17	17:00:00	1.04777	1.04837	1.04735	1.04790	2490	0	12
2025.02.17	18:00:00	1.04790	1.04826	1.04761	1.04781	1806	0	12
2025.02.17	19:00:00	1.04781	1.04839	1.04771	1.04819	956	0	12
2025.02.17	20:00:00	1.04818	1.04819	1.04786	1.04814	479	0	12
2025.02.17	21:00:00	1.04814	1.04832	1.04790	1.04810	603	0	12
2025.02.17	22:00:00	1.04810	1.04832	1.04801	1.04828	448	0	12
2025.02.17	23:00:00	1.04828	1.04844	1.04820	1.04825	442	0	12
2025.02.18	00:00:00	1.04752	1.04834	1.04737	1.04795	927	0	36
2025.02.18	01:00:00	1.04795	1.04853	1.04758	1.04844	971	0	12
2025.02.18	02:00:00	1.04844	1.04856	1.04721	1.04743	1903	0	12
2025.02.18	03:00:00	1.04744	1.04751	1.04616	1.04655	2907	0	12
2025.02.18	04:00:00	1.04655	1.04703	1.04650	1.04669	2379	0	12
2025.02.18	05:00:00	1.04669	1.04719	1.04612	1.04622	2611	0	12
2025.02.18	06:00:00	1.04622	1.04634	1.04547	1.04566	1879	0	12
2025.02.18	07:00:00	1.04566	1.04587	1.04516	1.04546	2208	0	12
2025.02.18	08:00:00	1.04546	1.04628	1.04540	1.04607	2453	0	12
2025.02.18	09:00:00	1.04607	1.04684	1.04580	1.04628	3292	0	12
2025.02.18	10:00:00	1.04628	1.04686	1.04541	1.04562	4325	0	12
2025.02.18	11:00:00	1.04561	1.04646	1.04551	1.04634	3285	0	12
2025.02.18	12:00:00	1.04634	1.04666	1.04584	1.04616	2946	0	12
2025.02.18	13:00:00	1.04617	1.04643	1.04605	1.04623	2263	0	12
2025.02.18	14:00:00	1.04622	1.04664	1.04523	1.04546	3211	0	12
2025.02.18	15:00:00	1.04546	1.04563	1.04411	1.04441	4157	0	12
2025.02.18	16:00:00	1.04441	1.04544	1.04409	1.04517	4312	0	12
2025.02.18	17:00:00	1.04518	1.04664	1.04510	1.04659	4750	0	12
2025.02.18	18:00:00	1.04658	1.04688	1.04532	1.04560	3568	0	12
2025.02.18	19:00:00	1.04560	1.04561	1.04386	1.04453	2627	0	12
2025.02.18	20:00:00	1.04453	1.04473	1.04344	1.04436	2340	0	12
2025.02.18	21:00:00	1.04436	1.04492	1.04400	1.04445	1841	0	12
2025.02.18	22:00:00	1.04445	1.04471	1.04406	1.04471	1758	0	12
2025.02.18	23:00:00	1.04467	1.04489	1.04439	1.04450	1294	0	12
2025.02.19	00:00:00	1.04415	1.04500	1.04415	1.04494	1207	0	36
2025.02.19	01:00:00	1.04494	1.04495	1.04447	1.04476	1246	0	12
2025.02.19	02:00:00	1.04474	1.04487	1.04433	1.04451	1949	0	12
2025.02.19	03:00:00	1.04452	1.04474	1.04403	1.04460	3271	0	12
2025.02.19	04:00:00	1.04459	1.04516	1.04441	1.04513	2941	0	12
2025.02.19	05:00:00	1.04513	1.04516	1.04469	1.04508	1847	0	12
2025.02.19	06:00:00	1.04508	1.04526	1.04476	1.04518	1711	0	12
2025.02.19	07:00:00	1.04518	1.04557	1.04481	1.04557	1713	0	12
2025.02.19	08:00:00	1.04557	1.04608	1.04537	1.04545	2414	0	12
2025.02.19	09:00:00	1.04547	1.04588	1.04481	1.04507	3332	0	12
2025.02.19	10:00:00	1.04506	1.04556	1.04379	1.04399	3798	0	12
2025.02.19	11:00:00	1.04399	1.04431	1.04277	1.04284	3632	0	12
2025.02.19	12:00:00	1.04284	1.04293	1.04182	1.04235	3645	0	12
2025.02.19	13:00:00	1.04235	1.04327	1.04195	1.04241	4421	0	12
2025.02.19	14:00:00	1.04241	1.04313	1.04212	1.04275	3644	0	12
2025.02.19	15:00:00	1.04276	1.04347	1.04245	1.04333	3645	0	12
2025.02.19	16:00:00	1.04333	1.04373	1.04269	1.04329	4216	0	12
2025.02.19	17:00:00	1.04335	1.04408	1.04209	1.04236	5816	0	12
2025.02.19	18:00:00	1.04236	1.04242	1.04036	1.04040	4535	0	12
2025.02.19	19:00:00	1.04040	1.04128	1.04002	1.04093	2342	0	12
2025.02.19	20:00:00	1.04093	1.04213	1.04079	1.04188	1907	0	12
2025.02.19	21:00:00	1.04188	1.04320	1.04173	1.04253	2759	0	12
2025.02.19	22:00:00	1.04245	1.04258	1.04202	1.04248	1521	0	12
2025.02.19	23:00:00	1.04247	1.04257	1.04214	1.04218	680	0	12
2025.02.20	00:00:00	1.04158	1.04252	1.04158	1.04232	904	0	36
2025.02.20	01:00:00	1.04232	1.04251	1.04194	1.04202	1070	0	12
2025.02.20	02:00:00	1.04203	1.04295	1.04190	1.04286	2589	0	12
2025.02.20	03:00:00	1.04286	1.04322	1.04179	1.04207	3270	0	12
2025.02.20	04:00:00	1.04207	1.04370	1.04195	1.04350	3475	0	12
2025.02.20	05:00:00	1.04350	1.04354	1.04259	1.04305	2320	0	12
2025.02.20	06:00:00	1.04304	1.04312	1.04234	1.04297	1908	0	12
2025.02.20	07:00:00	1.04296	1.04337	1.04263	1.04269	2334	0	12
2025.02.20	08:00:00	1.04269	1.04338	1.04237	1.04243	2551	0	12
2025.02.20	09:00:00	1.04245	1.04330	1.04229	1.04310	2942	0	12
2025.02.20	10:00:00	1.04310	1.04416	1.04288	1.04325	3446	0	12
2025.02.20	11:00:00	1.04328	1.04378	1.04280	1.04364	2716	0	12
2025.02.20	12:00:00	1.04363	1.04433	1.04335	1.04418	2557	0	12
2025.02.20	13:00:00	1.04418	1.04458	1.04302	1.04379	2569	0	12
2025.02.20	14:00:00	1.04379	1.04432	1.04326	1.04349	3534	0	12
2025.02.20	15:00:00	1.04349	1.04542	1.04341	1.04478	4003	0	12
2025.02.20	16:00:00	1.04476	1.04597	1.04415	1.04460	5003	0	12
2025.02.20	17:00:00	1.04461	1.04746	1.04413	1.04734	5560	0	12
2025.02.20	18:00:00	1.04734	1.04779	1.04637	1.04743	3874	0	12
2025.02.20	19:00:00	1.04743	1.04940	1.04704	1.04887	3032	0	12
2025.02.20	20:00:00	1.04886	1.04979	1.04846	1.04973	2211	0	12
2025.02.20	21:00:00	1.04973	1.05028	1.04887	1.05010	2052	0	12
2025.02.20	22:00:00	1.05010	1.05026	1.04948	1.05021	1489	0	12
